Age,Gender,Academic_Level,Primary_Platform,Daily_Usage_Hours,Weekend_Extra_Hours,Device_Type,Sleep_Duration_Hours,Sleep_Quality_Score,Late_Night_Usage,Social_Comparison_Frequency,Perceived_Stress_Score,Mental_Health_Index,Academic_Performance_GPA,Overall_Impact
19,0,0,6,5.3,1.6,1,6.4,2,1,2,9.0,86,3.7,2
16,1,0,0,10.0,2.2,1,4.1,1,1,1,32.0,53,2.95,0
16,0,0,4,3.4,2.1,1,6.8,3,0,4,15.0,98,4.0,2
19,1,2,0,6.1,1.7,1,7.0,3,1,3,5.0,85,3.55,2
17,1,0,6,3.1,2.1,1,7.7,3,1,1,1.0,93,3.93,2
17,0,0,4,2.8,0.5,1,7.8,4,0,1,8.0,87,3.52,2
17,0,0,6,5.7,1.4,1,6.7,2,1,1,12.0,68,3.21,2
18,1,2,0,9.0,3.1,1,6.9,2,1,3,19.0,72,3.08,2
17,0,0,3,8.6,1.4,0,4.9,2,1,2,26.0,58,3.1,1
20,1,2,4,4.9,1.3,1,7.9,3,0,2,14.0,86,3.86,2
16,0,0,6,6.5,1.8,0,6.0,1,1,1,17.0,70,2.84,1
20,1,2,0,3.1,2.3,1,7.3,4,0,3,1.0,90,3.84,2
17,1,0,6,3.5,3.9,1,8.2,4,1,2,5.0,80,3.71,2
19,1,2,4,4.1,2.2,1,6.6,3,1,1,13.0,84,3.83,2
19,1,2,0,5.0,2.1,1,7.4,3,1,3,8.0,92,3.44,2
21,0,0,0,2.1,1.8,1,8.4,4,1,3,5.0,98,3.64,2
18,0,2,0,5.8,2.9,1,6.6,2,0,2,14.0,87,3.64,2
17,0,0,0,3.8,1.8,1,8.3,4,0,2,14.0,85,3.78,2
19,2,2,0,5.1,0.7,1,7.8,3,1,1,16.0,81,3.55,2
26,0,1,6,1.9,1.7,1,9.1,4,1,4,5.0,91,3.83,2
21,0,2,3,4.9,1.4,1,7.1,1,0,0,11.0,93,3.35,2
16,1,0,4,5.5,2.6,1,5.9,2,1,3,11.0,76,3.76,2
18,1,2,4,3.0,2.7,1,7.7,3,0,0,8.0,88,3.74,2
18,0,2,0,6.0,1.5,1,7.8,3,1,2,13.0,81,3.44,2
21,1,2,0,7.8,1.8,1,5.9,1,1,4,19.0,74,3.32,2
17,0,0,0,2.0,1.6,1,7.1,3,0,1,9.0,98,3.68,2
26,0,1,4,3.9,1.7,1,6.6,1,1,0,11.0,73,3.26,2
18,1,2,3,3.9,1.1,1,8.5,3,0,3,13.0,97,3.52,2
18,0,0,0,7.9,0.3,1,5.0,1,1,2,17.0,60,3.41,2
18,1,2,4,6.9,1.8,1,6.2,2,1,4,14.0,70,3.29,2
15,1,0,5,1.5,1.7,1,8.6,4,1,2,6.0,94,3.81,2
18,3,2,5,9.3,2.0,1,5.8,1,1,1,19.0,73,2.96,1
20,0,2,4,3.7,3.0,1,9.0,3,0,2,11.0,85,3.97,2
20,1,2,4,9.4,1.6,1,6.0,1,1,4,16.0,65,3.03,1
17,3,0,0,6.2,2.0,1,6.6,3,1,3,18.0,81,3.45,2
19,1,0,4,4.5,1.5,1,6.6,2,0,4,8.0,88,3.64,2
20,1,2,6,3.0,2.7,1,7.5,3,1,3,13.0,90,3.54,2
18,1,2,3,4.5,2.6,1,7.2,3,0,1,9.0,90,4.0,2
16,0,0,5,2.9,0.9,1,8.2,4,0,4,9.0,93,3.17,2
19,0,0,2,3.5,2.4,0,8.2,3,0,2,19.0,90,3.73,2
18,2,2,6,8.8,1.9,1,5.2,1,1,3,29.0,60,3.39,1
18,0,2,6,3.2,0.0,1,6.3,2,0,2,10.0,88,3.14,2
19,1,2,5,3.2,1.9,1,8.0,3,0,2,16.0,90,3.58,2
19,0,2,3,4.4,0.8,1,6.2,2,0,4,14.0,81,3.6,2
19,0,2,4,4.7,1.2,1,6.1,2,0,2,8.0,78,3.64,2
24,0,1,0,3.7,1.7,1,7.5,4,0,4,8.0,95,3.35,2
18,0,2,2,3.6,2.4,1,7.8,2,1,0,6.0,93,3.51,2
16,0,0,0,9.6,1.8,1,5.1,1,1,2,19.0,68,3.7,2
17,0,0,3,6.0,1.4,1,7.7,3,1,2,17.0,78,3.35,2
19,1,2,4,2.8,0.9,1,7.3,3,0,3,7.0,97,3.5,2
19,0,2,6,2.6,2.2,1,6.8,2,1,3,8.0,87,3.48,2
22,0,2,4,2.6,0.6,1,7.1,3,0,1,4.0,96,3.8,2
19,0,2,1,2.7,2.3,1,7.8,4,1,2,9.0,90,4.0,2
17,0,0,4,2.9,1.2,1,8.6,3,0,3,2.0,95,3.9,2
17,0,0,2,3.2,1.6,2,7.8,3,0,2,13.0,92,3.81,2
22,3,1,0,5.7,0.7,1,5.9,3,0,1,7.0,72,3.48,2
18,1,2,5,4.0,1.8,1,7.2,3,0,1,11.0,86,3.71,2
20,0,2,4,4.0,1.1,1,6.1,2,1,2,11.0,80,4.0,2
19,2,2,3,5.5,1.8,0,6.4,3,1,2,9.0,82,2.94,2
18,1,2,3,3.6,1.7,0,7.9,2,0,3,13.0,89,3.85,2
20,0,2,0,4.1,0.0,1,6.7,4,0,1,16.0,84,3.78,2
18,2,2,5,3.5,2.4,1,7.1,4,0,2,13.0,81,3.8,2
20,1,2,1,5.1,2.0,1,5.5,1,1,2,21.0,77,3.26,2
18,1,2,3,8.4,1.1,1,5.4,1,1,2,25.0,63,3.21,1
16,1,0,4,8.5,2.2,1,4.9,1,1,3,18.0,66,3.37,2
18,3,2,5,2.3,1.4,1,9.3,4,1,3,5.0,96,4.0,2
17,0,0,0,7.2,1.6,1,7.4,2,1,1,14.0,90,3.37,2
21,0,2,3,5.5,1.7,1,5.2,2,1,2,5.0,73,3.72,2
18,1,0,0,9.0,1.9,1,6.4,1,1,3,18.0,72,3.01,2
17,0,0,4,14.0,1.4,0,3.9,1,0,2,26.0,53,2.48,0
18,0,2,3,5.4,1.8,1,6.8,2,1,3,17.0,84,3.44,2
18,0,2,3,8.4,1.3,1,4.3,1,1,4,29.0,73,2.86,1
19,1,2,6,3.1,2.2,1,8.4,2,0,4,6.0,91,4.0,2
23,1,2,4,4.1,2.5,1,6.0,2,1,4,15.0,73,3.6,2
18,0,0,4,7.8,1.3,1,5.5,1,0,2,21.0,67,3.53,2
19,0,2,2,8.7,2.2,1,4.8,1,1,1,27.0,54,2.57,0
20,0,0,6,5.8,0.8,1,5.8,1,1,3,16.0,78,3.25,2
22,0,1,0,4.0,2.4,2,6.6,4,0,4,15.0,84,2.83,2
16,0,0,3,3.2,1.6,1,8.7,4,1,1,6.0,98,3.55,2
18,3,2,3,5.9,2.5,1,6.9,2,1,2,11.0,71,3.68,2
17,1,0,4,5.2,2.1,1,8.2,3,1,0,17.0,82,3.11,2
16,1,0,4,3.6,2.6,1,7.9,2,1,2,5.0,98,4.0,2
20,0,2,0,12.0,1.3,0,3.3,1,1,4,13.0,48,2.45,0
20,1,2,6,3.3,3.1,1,8.2,4,0,3,12.0,86,4.0,2
19,1,0,0,2.4,2.2,1,7.5,3,1,4,4.0,96,3.89,2
19,1,2,0,12.5,1.6,1,3.6,1,1,3,32.0,49,2.59,0
24,1,1,4,2.1,2.0,1,7.7,3,0,2,0.0,97,4.0,2
18,0,2,0,5.0,0.5,1,6.7,3,0,2,10.0,72,3.46,2
18,0,2,2,6.0,1.9,1,6.3,1,1,2,19.0,62,3.51,2
20,0,2,0,4.3,1.8,2,6.4,3,0,3,14.0,81,3.63,2
18,0,2,3,3.1,0.9,1,6.9,2,1,2,6.0,84,3.42,2
21,1,2,0,3.0,2.2,1,7.2,2,0,2,9.0,82,3.57,2
17,0,0,6,3.9,1.9,1,8.1,3,0,2,11.0,98,3.73,2
19,1,2,0,5.6,2.6,1,7.1,3,1,2,17.0,74,3.25,2
20,1,2,4,2.6,0.6,1,8.5,5,0,1,9.0,93,3.35,2
18,0,2,0,2.8,2.6,1,8.4,3,0,3,6.0,92,4.0,2
18,1,2,0,6.1,0.8,1,7.8,4,1,2,18.0,88,3.59,2
18,0,2,6,10.6,1.3,0,6.4,2,1,3,27.0,56,2.71,1
18,1,2,5,3.9,1.8,1,5.9,3,1,3,19.0,76,3.52,2
15,1,0,3,5.1,1.3,1,6.8,2,1,4,10.0,77,3.16,2
16,0,0,6,2.1,2.2,1,8.2,4,0,1,12.0,98,4.0,2
19,1,2,4,1.7,1.1,1,8.4,4,0,2,6.0,98,3.92,2
20,0,2,0,2.3,1.5,1,7.6,3,1,1,4.0,98,3.7,2
18,0,2,4,6.3,2.5,1,6.7,3,1,2,3.0,83,3.28,2
19,0,2,4,4.0,1.6,1,5.8,2,1,1,26.0,81,3.46,1
22,1,2,4,4.5,1.7,2,6.8,3,0,2,19.0,76,3.81,2
18,1,2,4,8.5,2.9,1,5.4,1,1,3,24.0,67,2.8,1
18,0,2,2,2.8,2.1,1,8.1,4,0,4,8.0,91,3.73,2
18,0,2,3,2.0,3.4,1,7.1,4,1,4,9.0,84,3.48,2
19,1,2,0,5.1,3.2,0,6.5,2,1,1,13.0,68,3.32,2
20,1,2,6,3.1,1.1,1,6.9,2,0,3,6.0,91,3.73,2
18,0,2,4,11.6,1.2,1,6.2,1,1,3,20.0,64,2.96,1
20,0,2,3,5.9,2.5,1,6.7,2,0,2,11.0,76,3.56,2
20,0,2,5,9.9,0.8,0,5.3,1,0,3,20.0,64,2.64,1
19,1,2,0,3.2,2.6,1,8.5,4,0,2,4.0,91,3.75,2
17,0,0,0,4.4,2.2,1,6.4,3,0,4,12.0,79,3.36,2
19,1,2,0,3.7,2.6,1,7.0,2,0,4,14.0,86,3.65,2
18,0,2,0,4.5,2.3,2,6.0,2,0,3,15.0,93,3.8,2
21,0,2,4,9.6,2.3,0,5.4,1,0,4,19.0,62,3.0,1
19,0,0,4,6.3,1.3,0,6.5,3,1,2,8.0,81,3.78,2
20,1,2,0,5.4,2.0,1,5.0,1,1,2,14.0,79,3.18,2
19,0,2,1,1.5,2.3,1,8.2,5,0,4,6.0,98,3.71,2
17,1,0,0,14.0,1.4,1,5.5,1,1,4,33.0,47,2.72,0
19,0,2,0,4.6,1.2,2,7.5,3,0,2,10.0,86,3.63,2
19,0,2,6,2.8,1.5,1,6.6,4,0,3,9.0,74,4.0,2
18,1,2,2,11.2,2.4,1,3.7,1,1,3,33.0,50,2.4,0
15,0,0,0,4.5,3.2,1,7.3,4,1,0,14.0,88,3.35,2
20,0,2,5,5.4,0.5,1,6.0,1,1,2,14.0,70,3.24,2
24,1,1,0,4.2,0.6,1,7.1,3,0,1,12.0,87,3.1,2
21,0,2,2,2.3,1.6,1,8.6,3,0,1,0.0,94,3.51,2
19,0,0,6,3.5,2.1,1,5.8,2,1,4,12.0,94,3.37,2
18,1,2,6,4.3,1.9,0,6.0,2,0,3,13.0,83,3.48,2
19,1,2,4,1.9,0.9,1,7.3,3,1,2,10.0,95,4.0,2
21,3,2,0,9.4,1.6,1,4.9,1,1,2,12.0,63,3.46,2
18,0,2,4,4.7,3.0,1,5.8,2,1,1,14.0,87,3.4,2
20,1,0,0,5.6,3.1,1,6.1,3,0,2,17.0,71,3.13,2
18,1,2,0,11.3,2.3,1,3.5,1,0,1,33.0,47,2.72,0
18,0,2,6,3.0,3.2,0,6.7,4,0,1,0.0,98,3.47,2
18,1,2,4,3.9,2.0,1,7.2,3,1,4,11.0,88,3.63,2
19,0,2,0,9.7,2.3,1,6.2,1,0,2,22.0,66,3.06,1
22,1,2,0,3.8,2.1,1,6.7,4,0,3,11.0,74,3.58,2
18,0,2,0,2.8,1.6,1,7.4,3,0,2,13.0,87,3.38,2
16,0,0,4,4.4,0.6,0,6.3,1,0,2,7.0,81,3.63,2
16,1,0,4,6.8,1.9,1,5.5,1,1,4,16.0,69,2.61,1
19,1,2,6,4.6,1.2,1,6.9,3,0,2,10.0,82,3.03,2
17,1,0,5,3.3,2.0,1,7.6,4,0,2,8.0,94,3.64,2
18,0,2,4,6.7,1.7,1,6.2,1,1,3,17.0,66,3.8,2
22,1,2,0,2.9,0.9,1,6.4,3,1,1,16.0,78,3.9,2
18,0,2,4,7.7,1.4,1,6.2,2,1,2,13.0,80,2.76,2
19,0,2,5,9.3,2.5,1,3.6,1,1,4,23.0,62,2.94,1
15,1,0,0,5.5,2.1,1,6.4,1,0,2,19.0,81,3.37,2
20,1,2,3,8.4,3.2,1,5.1,2,1,3,12.0,68,3.47,2
18,1,2,3,13.5,1.7,1,3.8,1,1,4,31.0,33,3.18,0
22,1,1,4,2.8,1.3,1,7.1,4,0,3,12.0,92,3.76,2
17,0,0,1,5.1,1.4,1,7.7,3,1,4,11.0,81,3.54,2
20,0,2,6,4.2,1.9,1,6.2,3,0,2,18.0,74,3.28,2
20,0,2,0,6.2,1.4,1,5.6,2,0,2,13.0,79,4.0,2
20,1,2,3,4.3,1.2,1,7.5,4,0,3,8.0,91,3.49,2
18,1,2,3,4.5,1.2,1,7.0,3,0,2,17.0,82,3.44,2
18,1,2,0,11.2,1.1,1,5.7,1,1,2,19.0,64,2.97,1
19,0,2,1,5.4,2.8,1,7.1,3,1,1,17.0,78,3.37,2
17,1,0,4,2.6,1.6,1,7.1,4,0,3,8.0,98,3.96,2
21,1,2,0,2.3,1.1,1,7.2,2,0,2,6.0,93,3.66,2
19,1,2,3,5.0,0.3,1,6.8,2,1,3,15.0,69,3.48,2
19,1,2,6,5.4,3.1,1,7.8,3,1,4,9.0,86,3.87,2
20,0,2,0,6.7,2.0,1,7.1,3,1,0,17.0,80,3.28,2
21,1,2,6,6.6,1.6,1,5.8,1,1,3,25.0,62,2.47,1
20,0,2,0,2.6,2.4,1,7.1,3,0,3,14.0,76,3.42,2
18,0,2,1,1.8,1.2,1,8.8,5,1,1,10.0,90,3.7,2
19,0,2,0,4.5,2.2,1,6.8,2,1,0,10.0,88,3.5,2
17,0,0,4,2.8,1.3,1,6.3,3,0,0,4.0,91,3.76,2
18,0,2,0,3.8,3.0,1,6.5,2,0,2,10.0,81,3.54,2
19,1,2,6,2.2,1.1,1,8.2,4,0,3,0.0,88,3.56,2
19,0,2,6,4.3,2.4,1,6.8,2,0,2,6.0,73,4.0,2
18,1,2,3,5.6,2.8,1,7.9,2,1,4,14.0,79,3.06,2
18,1,2,2,2.9,2.1,1,7.8,5,1,3,9.0,98,4.0,2
18,1,2,2,10.7,2.6,1,4.9,1,1,2,25.0,54,2.81,1
17,0,0,6,6.0,1.6,2,5.5,2,1,4,24.0,66,2.99,1
16,1,0,0,11.8,2.8,0,3.7,1,1,4,40.0,38,1.99,0
17,0,0,4,4.1,2.6,0,8.4,3,0,0,8.0,90,3.38,2
19,0,2,6,3.3,2.9,0,8.5,3,0,1,7.0,93,3.19,2
19,0,2,3,4.2,1.8,1,6.6,3,1,2,13.0,75,4.0,2
18,0,2,6,8.1,2.4,1,5.7,2,1,1,27.0,64,3.44,1
20,0,2,5,1.9,2.6,1,8.3,4,0,0,7.0,89,4.0,2
16,1,0,6,5.2,0.0,1,7.1,3,1,2,17.0,79,3.65,2
17,0,0,4,5.4,2.7,1,6.7,3,1,4,11.0,80,3.61,2
17,0,0,0,3.9,2.4,1,6.8,4,0,4,2.0,92,3.99,2
23,1,2,6,3.3,0.9,1,6.8,4,1,2,10.0,86,3.75,2
16,1,0,0,3.8,1.6,1,7.1,3,0,2,12.0,80,4.0,2
20,0,0,0,4.3,3.0,1,7.9,3,0,2,11.0,83,3.46,2
21,1,2,2,3.5,2.7,1,7.8,4,0,4,19.0,84,3.15,2
22,0,1,4,3.6,0.7,1,7.1,4,1,3,13.0,88,3.79,2
19,1,0,0,4.7,1.3,1,7.4,3,1,2,21.0,85,3.72,2
18,0,2,6,3.7,2.0,1,8.7,3,1,3,8.0,98,3.75,2
23,1,1,4,3.7,2.6,1,6.9,4,0,1,13.0,82,3.23,2
20,0,2,0,3.2,1.3,1,7.7,2,0,3,10.0,92,4.0,2
18,0,2,5,2.8,2.4,0,7.4,3,0,1,4.0,85,3.73,2
22,2,1,0,9.1,1.3,1,4.5,1,1,3,22.0,55,3.28,1
21,0,2,6,2.6,1.9,1,6.7,3,0,2,15.0,98,3.9,2
18,1,0,2,3.6,3.0,1,6.0,1,0,2,13.0,95,3.67,2
17,0,0,1,6.5,1.8,1,5.1,1,1,3,16.0,69,3.18,2
17,1,0,0,5.8,1.9,1,7.7,3,1,4,11.0,67,3.68,2
20,0,2,4,7.7,2.7,1,4.4,1,0,2,26.0,61,3.23,1
18,0,2,0,3.1,2.7,1,7.7,3,0,4,3.0,87,3.86,2
22,0,1,6,3.2,0.4,1,8.1,4,0,3,6.0,98,3.88,2
19,0,2,1,9.2,0.5,1,4.3,1,0,2,14.0,73,3.22,2
17,1,0,6,3.2,1.7,1,6.6,2,0,4,7.0,95,3.85,2
22,1,2,6,2.3,1.8,1,6.9,4,0,4,10.0,83,3.62,2
18,1,2,4,14.0,2.4,1,3.8,1,0,3,26.0,44,2.89,0
20,1,2,0,2.7,2.2,0,9.8,4,0,2,1.0,96,3.64,2
18,1,2,4,2.6,2.0,2,8.2,4,0,1,4.0,98,3.45,2
18,0,2,0,3.9,1.4,1,8.0,2,0,3,1.0,98,3.88,2
19,1,2,0,5.0,1.2,1,6.8,3,1,4,9.0,73,3.46,2
18,2,2,4,5.6,2.6,1,6.3,3,0,2,19.0,86,3.73,2
20,1,2,3,2.3,2.4,1,6.7,3,0,2,13.0,77,3.68,2
19,0,2,4,2.8,2.8,1,6.9,3,0,2,15.0,79,3.89,2
17,0,0,6,5.1,0.6,1,7.2,3,1,4,15.0,81,3.41,2
18,0,2,0,3.9,0.9,1,8.0,3,0,4,14.0,81,3.47,2
20,1,0,4,8.8,1.4,1,4.2,1,1,4,19.0,58,3.07,1
17,0,0,3,2.4,2.4,1,7.9,4,0,3,9.0,98,3.7,2
17,0,0,4,5.5,2.0,1,6.9,3,1,2,6.0,76,3.67,2
17,0,0,6,5.2,3.2,1,6.4,2,0,1,14.0,81,3.4,2
16,0,0,0,7.5,3.1,0,6.7,2,1,4,23.0,82,2.92,1
21,1,0,6,3.4,2.2,1,6.4,2,1,2,8.0,88,2.97,2
19,0,2,0,5.8,1.4,1,6.4,3,1,3,10.0,82,3.09,2
17,1,0,4,2.4,1.6,1,7.2,3,0,2,5.0,89,4.0,2
18,1,2,4,6.0,2.0,1,5.9,2,1,2,15.0,78,3.32,2
22,3,2,4,6.9,2.5,1,5.2,1,1,4,28.0,50,3.17,1
24,1,1,2,5.8,2.1,2,6.7,2,1,1,18.0,71,3.46,2
19,1,2,4,3.3,1.7,1,7.8,4,0,2,2.0,96,4.0,2
15,0,0,6,7.7,2.2,1,6.2,1,1,4,18.0,68,3.28,2
20,1,2,5,6.4,1.9,1,6.3,3,0,2,14.0,76,3.26,2
18,0,2,6,2.7,2.4,0,9.0,4,0,1,11.0,93,3.65,2
18,0,2,4,2.0,1.0,1,7.2,3,0,3,4.0,85,3.58,2
19,1,2,0,6.0,0.6,0,7.8,3,1,0,16.0,77,2.88,2
20,0,2,2,6.9,1.7,2,5.8,2,1,4,16.0,66,3.57,2
17,1,0,4,1.4,2.4,1,8.5,3,0,2,6.0,98,3.78,2
18,1,2,6,6.9,1.7,1,6.2,1,0,2,13.0,73,2.88,2
20,1,2,4,5.1,2.5,1,7.0,3,1,3,16.0,76,3.62,2
19,1,0,0,5.0,2.2,1,7.2,2,0,1,12.0,89,3.14,2
18,1,2,6,2.9,0.8,1,6.4,3,0,4,9.0,84,4.0,2
16,1,0,5,3.3,0.4,1,6.9,4,0,1,14.0,83,2.88,2
17,0,0,0,1.5,1.7,1,7.0,4,1,2,7.0,85,3.52,2
19,1,2,4,7.3,2.1,1,5.8,1,1,3,20.0,65,3.04,1
24,0,1,0,4.3,2.3,1,5.5,1,1,2,13.0,78,3.89,2
16,0,0,4,2.9,0.9,1,7.6,2,0,1,0.0,98,3.61,2
19,1,2,4,2.9,3.1,1,6.7,3,1,2,19.0,80,3.62,2
19,1,2,0,3.8,2.5,1,6.2,3,0,0,12.0,77,3.75,2
17,1,0,4,9.5,1.2,1,4.3,1,1,4,27.0,47,2.77,0
16,1,0,0,3.2,3.5,1,7.7,3,1,1,13.0,95,3.7,2
19,1,2,0,6.3,2.5,1,5.8,2,1,2,17.0,71,3.47,2
18,1,0,4,6.8,1.3,1,6.0,2,1,2,9.0,85,3.39,2
22,0,2,0,2.4,2.1,1,7.7,3,1,1,5.0,93,4.0,2
17,1,0,0,14.0,1.1,1,4.3,1,0,3,32.0,38,2.38,0
19,0,2,6,3.5,1.3,1,8.3,3,0,3,6.0,98,3.54,2
18,0,2,6,6.5,1.8,1,5.8,1,1,0,11.0,64,3.64,2
19,2,2,0,6.9,1.0,1,6.4,3,1,2,14.0,83,3.48,2
20,0,2,4,3.6,1.7,1,6.4,2,0,1,8.0,82,3.63,2
20,1,2,0,6.5,0.6,1,6.0,1,1,1,19.0,76,2.74,1
18,1,2,0,4.5,1.5,1,6.9,2,1,2,9.0,82,3.77,2
17,1,0,0,4.9,2.0,1,7.2,2,1,0,19.0,77,3.28,2
18,0,2,5,2.2,2.4,1,8.6,4,1,0,13.0,91,4.0,2
16,1,0,4,5.3,1.5,1,7.2,3,1,2,2.0,87,4.0,2
19,0,2,4,5.3,1.0,1,7.3,2,1,4,10.0,89,3.52,2
19,3,2,6,7.1,1.7,0,5.4,2,1,0,13.0,68,3.31,2
18,0,2,0,8.9,1.3,1,4.1,1,1,0,18.0,57,2.93,1
17,0,0,4,9.6,2.3,1,5.5,1,0,2,14.0,55,3.04,1
18,0,2,0,4.5,2.5,1,6.8,2,0,3,10.0,81,3.58,2
17,1,0,4,2.8,2.2,1,8.5,4,0,3,6.0,98,3.53,2
19,1,0,0,4.0,1.6,1,7.0,4,0,2,3.0,88,3.33,2
18,0,0,0,6.0,3.0,2,6.8,3,1,0,15.0,83,3.39,2
19,1,2,5,2.5,0.6,1,7.8,4,0,2,1.0,96,3.57,2
21,0,2,5,11.6,1.5,0,4.4,1,1,1,25.0,50,2.43,0
20,1,0,0,3.8,3.2,1,7.7,3,0,1,11.0,88,3.62,2
19,1,2,6,8.1,0.7,1,7.4,2,1,4,32.0,81,3.32,1
23,0,1,6,10.2,2.9,1,5.3,1,1,2,18.0,62,2.84,1
19,1,2,0,11.7,0.6,1,4.7,1,0,3,17.0,51,2.69,1
17,1,0,0,4.3,1.4,1,8.1,3,0,3,11.0,89,3.62,2
20,1,2,6,5.8,2.1,0,7.6,3,0,4,20.0,76,3.4,2
19,0,2,4,3.8,1.6,1,7.6,4,0,3,7.0,98,3.38,2
18,1,2,3,5.1,2.3,0,6.7,2,1,3,10.0,87,3.44,2
15,0,0,0,3.4,2.9,0,6.8,2,0,3,12.0,85,3.96,2
19,0,2,3,6.0,2.7,2,5.7,2,1,2,16.0,70,3.38,2
20,0,2,4,8.8,1.8,1,4.8,1,1,2,13.0,74,2.93,2
18,0,0,6,2.6,3.1,1,9.2,4,1,1,2.0,98,3.46,2
19,1,2,4,3.9,1.1,1,6.5,2,0,3,16.0,84,3.19,2
20,1,2,6,9.4,1.9,1,5.0,1,1,4,28.0,46,2.48,0
18,0,2,3,5.4,1.4,1,6.6,2,1,1,16.0,71,3.6,2
19,1,2,3,7.5,1.6,1,5.3,1,1,3,20.0,79,2.95,2
19,1,2,4,6.1,2.8,1,5.9,1,0,3,11.0,74,3.16,2
18,1,2,4,3.1,0.5,1,7.8,4,0,2,3.0,95,4.0,2
15,1,0,0,14.0,1.2,1,5.3,1,1,2,34.0,54,2.74,0
18,0,2,0,14.0,1.8,1,4.2,1,1,3,32.0,44,2.41,0
18,1,2,0,6.1,1.5,0,6.0,2,1,4,19.0,70,3.38,2
21,0,2,4,7.0,0.4,1,6.9,2,1,2,16.0,81,3.08,2
20,1,0,3,4.2,3.7,1,7.5,3,0,1,7.0,91,4.0,2
17,1,0,4,4.6,2.4,1,6.2,3,1,1,16.0,76,3.8,2
20,1,2,3,12.3,1.1,1,4.8,1,0,2,39.0,60,2.34,0
17,0,0,4,2.0,2.1,0,8.0,2,1,3,4.0,97,3.42,2
18,0,0,6,3.8,1.3,1,6.8,2,0,1,15.0,74,3.26,2
17,0,0,4,4.9,2.8,1,7.2,3,1,4,14.0,93,3.55,2
17,1,0,0,4.5,1.8,1,8.3,4,1,4,9.0,81,4.0,2
19,1,2,4,4.1,2.5,1,6.7,2,0,3,22.0,76,3.52,2
17,1,0,6,7.3,1.7,1,6.1,2,1,3,20.0,69,2.95,1
19,0,2,0,3.1,1.7,1,6.4,2,0,3,11.0,74,3.99,2
19,0,2,4,6.0,2.1,1,6.4,2,1,3,12.0,82,3.21,2
17,0,0,4,2.6,0.0,1,6.3,2,1,2,15.0,97,2.91,2
19,1,2,6,5.9,2.1,1,7.7,1,1,2,10.0,80,3.2,2
18,0,2,0,2.9,2.2,1,5.5,2,1,1,19.0,81,3.36,2
15,1,0,6,4.1,2.1,1,7.8,4,0,2,12.0,84,3.56,2
21,1,2,6,5.3,1.4,0,5.8,2,1,2,16.0,78,3.48,2
22,1,2,6,11.1,2.3,1,4.8,1,1,1,24.0,64,3.09,1
17,0,0,6,5.0,1.7,0,7.0,3,0,2,9.0,84,3.31,2
16,0,0,4,4.9,2.7,1,6.8,4,0,4,22.0,75,3.77,2
20,0,2,0,9.8,0.8,1,5.8,1,1,3,19.0,61,3.03,1
17,0,0,4,4.1,1.7,1,6.7,4,0,2,16.0,84,3.84,2
17,1,0,6,13.5,2.6,1,5.4,1,1,2,31.0,44,2.25,0
20,1,2,0,5.1,1.4,1,6.4,2,0,3,5.0,82,3.51,2
19,1,2,6,4.5,1.5,1,6.2,3,0,3,11.0,76,3.68,2
19,0,2,4,5.9,1.0,1,6.6,3,1,3,12.0,78,3.3,2
20,1,2,4,9.6,2.6,1,7.4,2,1,0,12.0,81,3.35,2
20,1,2,6,9.4,2.7,1,4.2,1,1,2,23.0,60,2.67,1
19,0,2,5,2.5,1.2,1,8.0,2,1,2,4.0,98,3.48,2
17,0,0,4,7.9,1.1,1,6.2,2,1,2,12.0,63,3.54,2
16,1,0,0,3.8,2.2,1,7.5,3,1,2,11.0,74,3.95,2
17,0,0,0,2.2,1.4,1,5.9,3,0,1,8.0,92,3.58,2
18,1,2,2,12.0,0.9,1,5.0,1,1,0,31.0,53,2.57,0
23,0,1,0,2.9,1.0,1,7.0,3,1,2,7.0,94,3.48,2
19,1,0,4,6.8,2.4,1,6.9,1,1,1,9.0,74,3.12,2
19,1,2,4,3.2,1.3,1,7.9,3,0,4,0.0,92,3.23,2
18,0,2,0,3.1,1.8,1,6.7,3,1,3,9.0,89,3.52,2
20,0,2,4,5.4,0.8,1,5.4,2,1,2,22.0,66,3.06,1
19,1,0,4,11.0,1.5,0,4.2,1,1,2,28.0,56,2.93,1
20,1,2,0,3.3,2.4,0,7.1,3,0,2,4.0,91,3.87,2
18,1,0,0,8.7,2.8,1,3.9,1,1,3,15.0,70,2.96,2
21,1,0,0,2.5,1.5,1,8.4,3,1,2,0.0,92,3.87,2
19,0,2,4,4.0,1.3,1,6.7,3,0,3,10.0,90,3.44,2
19,0,2,6,5.1,2.1,0,5.8,2,1,2,16.0,75,3.93,2
20,0,2,0,2.7,2.0,1,8.6,4,0,2,8.0,98,4.0,2
18,1,2,0,8.7,1.7,1,6.0,1,1,3,19.0,66,2.98,1
17,0,0,0,3.6,2.5,1,7.9,3,0,1,16.0,89,3.8,2
17,1,0,0,2.9,2.1,2,7.6,3,0,2,6.0,93,3.65,2
17,1,0,4,7.6,3.3,1,6.7,2,0,2,16.0,79,3.2,2
19,0,2,6,2.7,1.4,1,8.2,3,0,2,3.0,98,4.0,2
19,1,2,0,5.8,1.4,1,5.8,2,1,2,14.0,79,3.41,2
16,1,0,0,8.1,1.4,1,6.0,2,0,2,18.0,69,3.25,2
